,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_name,artist,genre
5765,0.713,0.204,8.0,-16.074,1.0,0.0311,0.759,0.449,0.147,0.18,112.292,5w9LPTtLWP3Q1hlj0Q1yfL,189065.0,4.0,Where Are You Going,Charlie James-Walker,jazz
5766,0.533,0.274,8.0,-13.971,1.0,0.0321,0.933,0.804,0.122,0.348,153.356,7BqRMb1G1Hc97oVwzVbOVf,134488.0,3.0,Charming,Ben & Katsy,jazz
5767,0.581,0.201,0.0,-15.421,0.0,0.0509,0.937,0.0946,0.137,0.448,126.745,3DZShPBwoWAfFgPKBUcFFJ,393533.0,4.0,Softly As In A Morning Sunrise - Remastered,Sonny Clark Trio,jazz
5768,0.639,0.385,5.0,-9.738,1.0,0.0366,0.909,0.81,0.114,0.399,127.229,7bjeNg98SWzGugTks8mpQv,271535.0,4.0,I Thought About You,Denzel Sachs,jazz
5769,0.541,0.253,0.0,-16.189,1.0,0.0313,0.942,0.907,0.109,0.381,131.12,1ZrMKSaSBxizjBCYmxf1kg,255623.0,4.0,Dear Old Stockholm,CMC 3,jazz
5770,0.491,0.101,9.0,-22.313,1.0,0.0391,0.887,0.877,0.114,0.363,96.211,0zMHFQZiWaSLsKweL8CRI7,390707.0,3.0,Ron's Place,Brad Mehldau,jazz
5771,0.57,0.165,0.0,-16.408,0.0,0.0389,0.804,0.000911,0.236,0.591,76.368,2CMmZJwUiiQXVro8lDB7ZE,256133.0,4.0,Quintessence - Remastered,Warne Marsh,jazz
5772,0.503,0.179,7.0,-18.691,0.0,0.0545,0.742,0.915,0.126,0.667,167.594,4Gme05BoYrBSgNJL3Ibo9E,216500.0,4.0,The Getaway,Burt Mitchell,jazz
5773,0.445,0.159,0.0,-14.159,1.0,0.0419,0.924,0.865,0.113,0.155,68.868,6JOFJKSCpQNG3W3mECwSxd,301131.0,4.0,I'll Know,Timothy Kay Band,jazz
5774,0.567,0.265,0.0,-18.223,1.0,0.0429,0.704,0.814,0.1,0.575,96.716,0XOOODiI3v7vHXsv3GzFZf,272598.0,4.0,Falling In Love With Love,Eddie Higgins,jazz
5775,0.705,0.245,0.0,-15.541,0.0,0.0379,0.869,0.921,0.111,0.319,118.12,7HdUp7WWpe9RQtwFk18WbG,199037.0,4.0,That Beatnik Jive,The Dox Band,jazz
5777,0.518,0.12,8.0,-25.934,1.0,0.0467,0.808,0.8,0.117,0.354,95.735,2FaUOm50kOFVAn388NGxAe,407307.0,4.0,They Didn't Believe Me,Bobby Timmons Trio,jazz
5779,0.538,0.0727,5.0,-21.014,1.0,0.0444,0.964,0.855,0.119,0.285,112.619,38AeuMJBRBWSlbmuC03EhJ,267045.0,4.0,Red Sails in the Sunset,Half Time Feel,jazz
5781,0.668,0.224,0.0,-18.794,0.0,0.0385,0.81,0.932,0.0977,0.511,81.472,6D7Eeu0HEa6f08wNIfCe1Q,218924.0,4.0,The Best Thing for You (Would Be Me),David Finck,jazz
5782,0.441,0.241,2.0,-15.865,1.0,0.0358,0.927,0.821,0.119,0.117,137.1,0eN3rOpAbesvVrti6C9dFj,166595.0,3.0,If You Want To,James Earle Trio,jazz
5783,0.381,0.243,5.0,-13.277,1.0,0.0359,0.951,0.865,0.112,0.161,75.043,5oEyPyit0Qov2p1E6GLtnJ,236000.0,4.0,Embraceable You,Barry Harris Trio,jazz
5784,0.537,0.291,2.0,-15.392,0.0,0.0285,0.894,0.751,0.239,0.226,110.08,3VudDVni3lGTV0XiR9cm8f,261378.0,4.0,I'm Old Fashioned,Charles Cook Jr.,jazz
5785,0.607,0.247,0.0,-16.756,1.0,0.0348,0.872,0.891,0.118,0.489,129.944,418awaNpluyE2Lvoh6lD0p,262000.0,4.0,Love Is Here To Stay,CMC 3,jazz
5786,0.404,0.115,1.0,-23.144,1.0,0.0337,0.964,0.892,0.102,0.109,97.332,1vYslYoHEycagn5j513yfe,360600.0,4.0,Ballad Impromptu,The Alan Broadbent Trio,jazz
5788,0.365,0.193,9.0,-17.074,0.0,0.0397,0.925,0.898,0.117,0.263,65.127,6jnHBP28tpxWLf93Wc3xFG,241000.0,4.0,Pennies From Heaven,Tribute Trio,jazz
5789,0.474,0.274,9.0,-16.446,0.0,0.0309,0.98,0.932,0.11,0.326,62.969,7gRa0lT64mARp2ccsk3tNN,250309.0,4.0,I Should Care,Back Room Jazz Trio,jazz
5790,0.781,0.106,9.0,-17.396,0.0,0.0584,0.947,0.0835,0.12,0.313,113.528,4z1E9GltZHciLum0ybby9h,407800.0,4.0,Louise,Lionel Hampton,jazz
5793,0.525,0.441,2.0,-8.256,0.0,0.035,0.803,0.275,0.128,0.439,138.515,2LDSQ8nOGsDSrN9QcZLf5K,293960.0,4.0,The Boy Next Door - Rudy Van Gelder Edition/Digital Remaster/2006,Johnny Griffin,jazz
5794,0.612,0.264,0.0,-14.132,1.0,0.0339,0.723,0.26,0.371,0.5,131.611,4Ttz5EWZc9f7sxdsAUnDQp,218591.0,4.0,The Old Country,Ballroom Jazz Collective,jazz
5797,0.58,0.256,2.0,-17.45,0.0,0.0482,0.759,3.88e-05,0.0897,0.499,79.122,3INugpDQxj3H8UlGg0zigo,466240.0,4.0,Love Jumped Out,Stan Getz,jazz
5799,0.547,0.299,0.0,-14.633,1.0,0.033,0.981,0.92,0.142,0.576,81.407,7KKEgOZ5s7BzVHdkixB1wI,205448.0,4.0,Deed I Do,Sophia Holmes Band,jazz
5800,0.557,0.184,2.0,-21.95,1.0,0.0523,0.914,0.869,0.0978,0.516,107.2,5NhuQJvgVRcZ0RgK9G2xoe,301307.0,4.0,The One I Love Belongs To Somebody Else,Bill Charlap Trio,jazz
5801,0.483,0.156,0.0,-20.994,0.0,0.0323,0.941,0.953,0.108,0.298,117.305,61wxK5aalcB0znYdFUCATQ,255750.0,3.0,A Love Like No Other,Jack Rosenbaum,jazz
5802,0.656,0.257,5.0,-15.685,0.0,0.0425,0.855,0.00161,0.148,0.657,88.519,42Tiidz9wZVBQSm9HZlcQv,346507.0,3.0,That Old Feeling,Paul Desmond,jazz
5804,0.587,0.247,5.0,-13.394,0.0,0.0363,0.835,0.0687,0.0977,0.399,107.768,3ANRxrqOgTtA8dIC9YJLYG,369760.0,4.0,When Your Lover Has Gone,Sonny Rollins Quartet,jazz
5807,0.674,0.335,7.0,-13.903,1.0,0.0444,0.885,0.914,0.101,0.662,168.741,6TAjrtxxRwWuo5NI4gUG0g,138194.0,3.0,Pent-Up House,Ronnie Robinson Trio,jazz
5808,0.527,0.303,6.0,-18.496,1.0,0.0365,0.763,0.883,0.0609,0.582,96.469,4FavGxmQ0kAjmh8WjN8F0j,330000.0,4.0,Con Alma,Carl Bagge Trio,jazz
5809,0.61,0.219,7.0,-14.668,0.0,0.0464,0.935,0.447,0.0825,0.587,148.284,0MtzbTs2WXgOVyZl74pQT2,280520.0,4.0,I Could Write A Book,Kenny Drew,jazz
5810,0.414,0.302,0.0,-16.19,0.0,0.0272,0.918,0.473,0.125,0.423,144.989,3i3N8m36bMRaQGGvMxqkxE,177730.0,3.0,Footprints,Neil Shannon Quartet,jazz
5811,0.543,0.229,7.0,-16.233,1.0,0.0409,0.873,0.802,0.0917,0.653,114.481,3VXwui96yNtnBCNUWFQIO4,166067.0,4.0,I Remember You,Elmo Hope Trio,jazz
5812,0.787,0.207,5.0,-12.94,1.0,0.0499,0.92,0.923,0.127,0.247,116.413,1p0jkWytxejDWCaovqjlGs,150268.0,4.0,Spring Fling,Norberg,jazz
5813,0.708,0.188,0.0,-19.226,1.0,0.0504,0.907,0.902,0.106,0.469,76.522,098POWyt9OYxpTbzosh47I,158608.0,4.0,Lexington Ave. Blues,We Three Trio,jazz
5814,0.567,0.463,10.0,-7.91,1.0,0.0362,0.747,0.00776,0.151,0.499,130.207,6XhZU5osZoYRyfpng46MjC,411440.0,4.0,Sudwest Funk - Rudy Van Gelder Edition/Digital Remaster/2006,Donald Byrd,jazz
5815,0.512,0.151,8.0,-17.262,1.0,0.0437,0.808,0.0489,0.137,0.805,168.77,28XVmbVQDN2hSVKBHXa0wM,146000.0,1.0,Bonez,Ruben Haag,jazz
5816,0.611,0.421,5.0,-11.988,0.0,0.0277,0.807,0.358,0.118,0.495,140.547,0k8yaziKe1VHprtyeYsR7H,151993.0,4.0,Freddie Freeloader,Sixth Street Quartet,jazz
5817,0.44,0.267,8.0,-15.612,1.0,0.0465,0.872,0.903,0.284,0.287,90.907,5w2q0VJw3QYjjDKnb4Mt8Z,187747.0,4.0,As Times Goes By,Teddy Wilson,jazz
5818,0.606,0.294,2.0,-13.27,0.0,0.0287,0.928,0.894,0.114,0.216,98.012,35Hy6ZgjdMwwNqxLhjwfgA,252187.0,4.0,The More I See You,10th Avenue Trio,jazz
5819,0.714,0.245,7.0,-14.197,1.0,0.0305,0.841,0.678,0.108,0.287,106.992,4WTZZfZC8DUontKybMe0ls,224164.0,4.0,Dream A Little Dream,Tom Lewis Band,jazz
5820,0.565,0.212,7.0,-15.718,1.0,0.0518,0.807,0.252,0.104,0.489,77.386,6a7RptxOL7EiTs0WNCjpeZ,310027.0,4.0,Paul's Pal - Rudy Van Gelder Remaster,Sonny Rollins Quartet,jazz
5821,0.401,0.173,5.0,-14.466,1.0,0.0418,0.973,0.00948,0.137,0.149,79.643,5iYYQ8CUMSPlaVOHhpB0Kw,231763.0,4.0,From This Day Until Forever,Oakwood Station,jazz
5822,0.525,0.335,11.0,-15.751,0.0,0.0335,0.566,0.837,0.0931,0.285,106.444,6dr3C76wvbQJty7WvNG7tG,243128.0,4.0,The Call,Jacky Terrasson,jazz
5823,0.523,0.321,3.0,-15.738,1.0,0.0345,0.98,0.921,0.117,0.504,163.072,2NXe3qATU2UhAfEgmzEzrt,290853.0,4.0,Stormy Weather,Ellie Johnson Trio,jazz
5827,0.721,0.238,0.0,-17.28,1.0,0.0532,0.863,0.926,0.111,0.431,119.9,7MTtIftC3nDPzzDN4BX2aM,336867.0,4.0,Satin Doll,McCoy Tyner,jazz
5828,0.738,0.227,7.0,-13.748,1.0,0.0302,0.865,0.102,0.145,0.276,102.265,069buST4Z84x0O5TOtW48H,257309.0,4.0,Shiny Stockings,Rachel Silver,jazz
5829,0.473,0.258,0.0,-16.261,1.0,0.031,0.959,0.851,0.11,0.205,125.929,4Gj72lKjVm63j0gMLGaKSM,294000.0,4.0,Dolphin Dance,Gene Hart Trio,jazz
5830,0.471,0.309,5.0,-18.649,1.0,0.038,0.803,0.0156,0.115,0.848,116.213,0mlDTc832qP4Byo2fsZyl0,203400.0,4.0,C Jam Blues,Oscar Peterson Trio,jazz
5834,0.686,0.213,3.0,-16.612,1.0,0.0339,0.965,0.646,0.104,0.427,115.329,6iqyiNM3H4OoB7O02IYsVd,199339.0,4.0,Cherokee,Grove Street Quartet,jazz
5835,0.613,0.213,7.0,-18.525,1.0,0.0414,0.778,0.0236,0.112,0.466,139.878,41QzbYkCxCe5MgnK1SQdzi,402533.0,4.0,Bye Bye Blackbird,Ben Webster,jazz
5836,0.544,0.527,6.0,-7.116,0.0,0.0282,0.488,0.0289,0.977,0.129,111.833,19KEKRHlCuBswgShavMey0,345613.0,4.0,Still Loving You - Live,Scorpions,popular
5837,0.395,0.351,0.0,-9.657,0.0,0.0336,0.602,0.00031,0.564,0.0812,133.332,0n62ijb2NnyuWS4LKjxaTc,357669.0,4.0,±±¾©±±¾©,Wang Feng,popular
5838,0.727,0.4,9.0,-7.687,0.0,0.046,0.475,0.0,0.0724,0.268,131.968,6Lh3qHU2vry05vUEjLKvIb,261284.0,4.0,Ï²¡Ö®Íõ,Ronghao Li,popular
5839,0.526,0.747,2.0,-6.142,1.0,0.0391,0.464,7.6e-06,0.146,0.35,120.019,0Q12x2LMCOoQmejxCofuA8,214040.0,4.0,ÎÒÔÚÈËÃñVö³ÔÕ¨ëu,A Si,popular
5840,0.607,0.626,11.0,-5.337,0.0,0.0278,0.174,0.0,0.108,0.357,119.993,4pVpxgdXMjvPmaEqlauLV6,275293.0,4.0,ÔõüNÕfÎÒ²»ÛÄã,Jam Hsiao,popular
5841,0.462,0.172,6.0,-16.256,1.0,0.0309,0.935,2.96e-05,0.117,0.144,93.157,1HY8IN1XRvexOetZcxNofg,272467.0,4.0,Ñõâ,Mavis Fan,popular
5842,0.507,0.0859,0.0,-14.291,1.0,0.0342,0.933,1.14e-06,0.121,0.282,130.388,2VPFVcHgvSx25qHfj7bU4K,334160.0,4.0,²»ÔÙ×Äã¹ÂÎ,Bobby Chen,popular
5843,0.426,0.516,10.0,-6.853,1.0,0.0345,0.573,0.0,0.103,0.129,116.814,3cabrop98ntGKbT0Uj2m5W,313787.0,4.0,Èç¹ûÄãÒ²Â Õf,A-Mei Chang,popular
5844,0.492,0.669,3.0,-5.854,1.0,0.0274,0.0297,4.77e-05,0.117,0.118,100.012,6zAJTeFfZyGNYCi9GI0TuH,285293.0,4.0,ÌÓÍö,Stefanie Sun,popular
5846,0.357,0.397,5.0,-9.117,1.0,0.0335,0.583,2.18e-05,0.118,0.225,75.718,58Fun4SYmcZy2vDJZ84Hhu,245840.0,3.0,×òÒ¹Ð¡ÇÓÖ|ïL,Fei Yu-ching,popular
5847,0.434,0.481,2.0,-5.562,1.0,0.0273,0.369,0.0,0.113,0.268,137.308,5BMwiNvYz7f6Av0xZymkFP,285333.0,4.0,Äã,Jam Hsiao,popular
5848,0.732,0.782,6.0,-5.809,0.0,0.0681,0.195,0.0,0.598,0.95,92.001,0HN7JimTgtlo9WiAfgCy54,262312.0,4.0,ÖxÖxz,Eason Chan,popular
5849,0.564,0.375,0.0,-11.75,1.0,0.0384,0.695,0.0,0.113,0.332,120.117,1uR74PXG46ouVxWfbgOkLP,239200.0,4.0,ÓÐ¹ÊÊÂµÄÈË,Joyce Cheng,popular
5850,0.696,0.921,8.0,-5.387,0.0,0.106,0.268,6.64e-06,0.189,0.688,150.026,1lhGRTosNLrJQmGFQxM6O3,192040.0,4.0,µ¶ñRµ©,CoCo Lee,popular
5851,0.332,0.264,0.0,-11.317,1.0,0.0353,0.781,0.0,0.252,0.309,138.754,4ZwdG5w5j31LAll9jHvvtR,221200.0,4.0,ÑÛI³ÉÔ,Stefanie Sun,popular
5852,0.503,0.315,2.0,-11.491,1.0,0.0931,0.862,0.0,0.154,0.497,199.621,18p8vNlwTIMNd81uG3euf2,210676.0,4.0,Ì«ê,Shandy Gan,popular
5853,0.808,0.503,5.0,-5.837,1.0,0.0377,0.123,0.0,0.302,0.876,93.013,3sb81DfiR2xO3Zjzvv20qu,269026.0,4.0,ËãÄãºÝ,Jordan Chan,popular
5854,0.261,0.322,6.0,-13.931,0.0,0.0295,0.588,0.000265,0.118,0.173,78.698,1tq1ucgcuVjSJnKJi4VNiF,233200.0,4.0,ÐÄÍ´,Dave Wong,popular
5855,0.818,0.466,2.0,-5.986,1.0,0.126,0.063,0.00156,0.118,0.488,90.015,4xmenW9zE2POfZM7y75VXa,255721.0,4.0,Ë¼ÄîÊÇÒ»·N²¡,Zhang Zhen Yue,popular
5856,0.498,0.531,0.0,-5.298,1.0,0.0633,0.517,0.0,0.079,0.208,150.157,7DinoeOxAStfqDctByUEOk,267133.0,4.0,Ò°×Ó,Sue,popular
5857,0.383,0.198,2.0,-14.592,0.0,0.0364,0.835,7.33e-06,0.124,0.198,85.32,2hONSXSggXw6o5dMchi7vy,265440.0,4.0,¦Û¿ÊÍû(DEMO/Ô­³ª:î×Ú¾),Tanya Chua,popular
5858,0.69,0.614,6.0,-8.096,0.0,0.0277,0.0331,0.00296,0.0577,0.884,122.045,49NoPMZ4Z7as3w8sykwOPx,253806.0,4.0,Âþ²½,Xu Wei,popular
5859,0.422,0.366,7.0,-7.181,1.0,0.0333,0.728,0.0,0.112,0.224,80.197,4vBoopG4WzohMju1GUmwoi,299347.0,4.0,Ê§ÂäÉ³ÖÞ,LaLa Hsu,popular
5861,0.608,0.37,7.0,-9.207,1.0,0.0306,0.844,1.87e-05,0.112,0.349,127.631,3lyLqIn8mybyEFTs8JJaLf,225907.0,4.0,Home,Michael Bubl¨¦,popular
5862,0.519,0.587,4.0,-4.611,0.0,0.0274,0.0678,1.93e-05,0.358,0.231,133.007,6l2n2ZTiN9DaDHFNKnNuaR,269347.0,4.0,ÉúíáÝáå,Wang Feng,popular
5863,0.515,0.621,4.0,-6.491,1.0,0.0376,0.691,0.0,0.107,0.282,139.985,5WXtiBP02J61k5qLa6X4Ku,321773.0,4.0,ÐÄµÄ¾àëx(ø),Eason Chan,popular
5864,0.597,0.485,9.0,-8.961,1.0,0.0371,0.621,0.0,0.129,0.381,139.995,1pSZl9fDkPFgHQYFYR73vp,300454.0,4.0,ØÈá,Fish Leong,popular
5865,0.406,0.354,5.0,-6.814,1.0,0.0277,0.569,0.0,0.225,0.222,137.746,4sLlPACKA3OTNcJryGgWKR,293960.0,4.0,¾Õ»¨Ì¨,Jay Chou,popular
5866,0.547,0.567,7.0,-7.295,1.0,0.0242,0.276,0.000548,0.104,0.399,137.13,0F02KChKwbcQ3tk4q1YxLH,269747.0,4.0,ÇçÌì,Jay Chou,popular
5867,0.693,0.332,2.0,-13.358,0.0,0.0414,0.548,0.0,0.0874,0.509,75.829,6Sy4ofpw7wM5t3jJVZC1Cv,238240.0,4.0,ÈýµÄ¸è,ÀîÛÈ«,popular
5868,0.407,0.147,2.0,-8.822,1.0,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,6Vc5wAMmXdKIAM7WUoEb7N,229400.0,3.0,Say Something,A Great Big World,popular
5869,0.255,0.487,4.0,-7.315,1.0,0.0325,0.743,1.64e-06,0.332,0.0975,173.903,3xoiFdnMbpTl8BvgfRO5At,311267.0,4.0,µ½²»ÁË,Christine Fan,popular
5870,0.576,0.6,4.0,-9.272,1.0,0.0265,0.0888,0.00778,0.0585,0.435,94.989,3Ra5pnPTqAosCij7S3I5rd,261504.0,4.0,Ôø½µÄÄã,Xu Wei,popular
5871,0.406,0.918,10.0,-4.242,1.0,0.196,0.247,0.0,0.143,0.302,173.832,1a2G1oAKraQxOzzK2rfN4R,234109.0,4.0,ÎÒµÄÌì¿Õ,ÄÏÕ÷±±ð,popular
5872,0.61,0.712,2.0,-5.836,1.0,0.0518,0.292,1.25e-06,0.202,0.671,169.823,02wmEyZ3biRECnBbRwWliU,289067.0,4.0,"Boys 'Round Here (feat. Jason Aldean, Luke Bryan, Ronnie Dunn, Miranda Lambert, Brad Paisley, Reba, Josh Turner, Keith Urban & Hank Williams, Jr.) - Celebrity Mix",Blake Shelton,popular
5873,0.375,0.395,7.0,-9.191,1.0,0.0345,0.542,0.0,0.239,0.249,179.718,6pPOjpb1td1P9zPooRtq3g,287800.0,4.0,aÐÇ,Valen Hsu,popular
5874,0.206,0.631,4.0,-4.851,1.0,0.0433,0.00765,0.0,0.398,0.329,57.119,2H5zEqKTCWskpRYHvAonVz,284467.0,4.0,´æÔÚ,Wang Feng,popular
5875,0.341,0.348,9.0,-7.384,0.0,0.037,0.226,0.00152,0.0887,0.0928,119.933,58UoOvwN6MfI8MlioBKzda,426031.0,4.0,ÔÙÒÇà´º,Wang Feng,popular
5876,0.682,0.336,1.0,-12.049,1.0,0.0253,0.718,0.0,0.133,0.515,100.027,7uzJKRRrTqxUOeTtwQMd36,279440.0,4.0,Ã¿ÌìÛÄã¶àÒ»Ð©,Jacky Cheung,popular
5877,0.533,0.359,9.0,-9.45,1.0,0.0314,0.19,0.0,0.118,0.165,120.858,6C9w3NKP7yKqGLBP09iEL4,235840.0,4.0,×îéLµÄëÓ°,Jay Chou,popular
5878,0.554,0.408,0.0,-10.609,1.0,0.0317,0.27,6.53e-06,0.26,0.17,111.821,5l94Up12BJSjhH7Mhr2ji4,256027.0,4.0,¼t¶¹,Faye Wong,popular
5879,0.503,0.748,0.0,-4.657,1.0,0.0344,0.501,0.0,0.0663,0.7,154.166,5A1Y1qJYSayFeCMihByHhh,277783.0,4.0,ÕæµÄÛ,Beyond,popular
5880,0.49,0.15,3.0,-14.976,0.0,0.0358,0.897,2.38e-06,0.126,0.143,71.439,4TEUUH1LUrldJwRTZ7ox4C,193173.0,4.0,Dear Friend,Shunza,popular
5881,0.297,0.232,1.0,-11.573,1.0,0.0337,0.917,2.78e-05,0.0827,0.161,90.687,5J4V5U0Rria2D5uYZZyFRI,302649.0,4.0,´¬,ÄÇÓ¢,popular
5882,0.447,0.839,5.0,-3.948,1.0,0.254,0.0304,1.76e-06,0.189,0.677,174.959,7nqlRkgNyEpb9nvb03GMp7,221240.0,4.0,Price Tag,Jessie J,popular
5883,0.281,0.322,2.0,-10.832,1.0,0.0325,0.534,0.0,0.178,0.178,162.758,2jVSLRYrOspqqTUYDv159G,279960.0,4.0,ÛÈË,Miriam Yeung,popular
5884,0.587,0.823,9.0,-5.789,0.0,0.0271,0.0188,0.0,0.133,0.521,133.911,0IL86chU9YN5DPvCbLKGy9,188218.0,4.0,µ¶¦Èçô,Wakin Chau,popular
5885,0.722,0.614,1.0,-4.519,1.0,0.191,0.5,0.0,0.0422,0.753,150.288,02y4CADbBLKy1dpFsSeay5,188560.0,4.0,Reflection,Fifth Harmony,popular
5886,0.432,0.468,0.0,-8.602,1.0,0.0259,0.387,0.000148,0.185,0.274,180.016,5cjBiZxqUDm5wtc3NeePEl,274067.0,4.0,¼tm¿Í£,Jay Chou,popular
5887,0.444,0.374,2.0,-10.763,1.0,0.043,0.804,0.0,0.103,0.127,132.029,7aNVKBihwucZjDLuMZzqcw,306067.0,4.0,¼ôÛ,üSÐ¡çú,popular
5888,0.533,0.967,1.0,-2.543,1.0,0.0995,0.00791,0.0,0.336,0.782,142.018,4CbKVDZkYKdv69I4bCaKUq,186813.0,4.0,Hero,Skillet,popular
5889,0.75,0.634,10.0,-8.402,0.0,0.0506,0.141,0.0,0.641,0.904,132.042,0lEKNgPRNxECYuaaV24RlJ,252787.0,4.0,±ÈÝ^´óµÄ´óÌáÇÙ,Jay Chou,popular
5890,0.718,0.924,6.0,-5.69,0.0,0.0399,0.132,0.619,0.0774,0.92,139.971,5bzim9bBgjVYJBNvFZZ27e,161333.0,4.0,Ë®ÊÖÅÂË®,Jay Chou,popular
5891,0.67,0.626,9.0,-5.027,1.0,0.0628,0.286,0.0,0.0843,0.205,163.985,6Uq8BnOxvXJsQiJ2XqfO5P,223453.0,4.0,µ¾Ïã,Jay Chou,popular
5892,0.711,0.774,0.0,-3.391,0.0,0.0922,0.259,0.0,0.371,0.715,150.032,3SaIsrEzrQGDcG1jCeaK8q,199387.0,4.0,Bang Bang,Jessie J,popular
5893,0.367,0.726,4.0,-6.773,1.0,0.0341,0.0294,0.0,0.337,0.271,172.121,0nt1LAZjaTjrf30S8hdRDU,279293.0,4.0,Â ÒÏÂÓêµÄÂÒô,Jay Chou,popular
5894,0.415,0.362,3.0,-9.367,1.0,0.0334,0.657,8.84e-05,0.145,0.152,120.195,678Tg6Flw5FIO8wIMBaVX6,294267.0,4.0,ÛÊÇÓÀa,Jacky Cheung,popular
5895,0.849,0.531,7.0,-5.534,1.0,0.258,0.524,0.0,0.0693,0.77,91.927,61OMCRdMORzZKZ5ury05iG,203720.0,4.0,Yesterday,Atmosphere,popular
5896,0.46,0.481,4.0,-7.697,1.0,0.0322,0.59,0.0,0.148,0.308,165.963,01rUqOzttbD5suGJdTtUtz,235307.0,4.0,ßÊÇþ,WeiBird,popular
5897,0.542,0.19,5.0,-14.339,0.0,0.0317,0.899,0.000797,0.0892,0.164,125.313,1g7dpF2Z9faYNCc0zwzxzM,263200.0,4.0,ÓHÛµÄÐ¡º¢,Julie Sue,popular
5898,0.578,0.448,4.0,-8.639,1.0,0.0258,0.129,0.0,0.0712,0.169,136.051,7abVuumDUhN4xO8uZKHBTN,276600.0,4.0,Á÷ÐÇÓê,F4,popular
5899,0.876,0.619,2.0,-5.213,1.0,0.0504,0.000537,5.58e-06,0.127,0.827,120.005,5SeSq2EFPOavAjbir0ai6P,180413.0,4.0,Trespassing - Radio Edit,Adam Lambert,popular
5900,0.44,0.683,11.0,-4.732,0.0,0.0489,0.00706,0.0,0.0593,0.445,185.948,2rDwdvBma1O1eLzo29p2cr,227320.0,4.0,Whataya Want from Me,Adam Lambert,popular
5901,0.272,0.351,1.0,-9.698,0.0,0.0348,0.731,2.43e-06,0.0757,0.0817,137.552,6TodcZYyClJ0oNvUn0kyTY,295467.0,4.0,°µÏã (Endless Love),ÀîÓÈ,popular
5902,0.446,0.487,9.0,-6.789,1.0,0.0426,0.701,1.38e-06,0.136,0.222,129.956,2vSzifcdf2CMZb0ZF91BnI,293532.0,4.0,îIÎò,Winnie Hsin,popular
5903,0.507,0.448,8.0,-5.166,1.0,0.0281,0.694,0.0,0.114,0.123,119.934,4QOJF00kfJNF5qqM4U669Z,247440.0,4.0,Footprints in the Sand,Leona Lewis,popular
5904,0.586,0.481,5.0,-6.544,1.0,0.0237,0.28,0.0,0.0976,0.552,148.17,7uRQdPmDfVhp9lUUDFmqtB,297541.0,4.0,Hey Jude,The Beatles Greatest Hits Performed By The Frank Berman Band,popular
5905,0.567,0.428,9.0,-9.744,1.0,0.0288,0.569,0.0,0.0839,0.286,130.008,3CROHFPjmH87GDgFnituM3,269400.0,4.0,¿áÔÂ¹â,Yoga Lin,popular
5906,0.53,0.828,10.0,-3.651,1.0,0.0411,0.489,1.92e-06,0.0867,0.784,80.012,3Mpbu4w2DhIeubK0wiYbOI,246053.0,4.0,»¨»ð,Della,popular
5907,0.493,0.649,5.0,-6.866,1.0,0.0267,0.1,0.0,0.177,0.28,92.84,617w8zKvIL8ZnQKTDsNuKZ,351667.0,4.0,»Øí,Î×¢Ùt,popular
5908,0.445,0.582,2.0,-6.539,1.0,0.0289,0.544,0.0,0.926,0.228,131.495,1bZlBaVwAA31XH9wbC1cLg,277880.0,4.0,Ð¡Çé¸è - Live,Sodagreen,popular
5909,0.33,0.307,3.0,-11.653,1.0,0.0345,0.87,0.00211,0.386,0.158,133.52,2Mz8LoT2EIbXLCZ8L9j98p,288040.0,4.0,Ò¹Ò¹Ò¹Ò¹,Fish Leong,popular
5910,0.442,0.54,8.0,-7.967,1.0,0.0352,0.534,0.0,0.274,0.287,119.976,0KxaHIM0plOSo29GVPu2ay,213973.0,4.0,Õ÷·þ,ÁÖÖ¾ìÅ,popular
5911,0.308,0.347,9.0,-9.888,1.0,0.0411,0.888,0.0,0.113,0.201,198.803,3kBfJTMeDXxKh85cAgYqtN,283733.0,3.0,ÂýÂý,Jacky Cheung,popular
5912,0.679,0.399,1.0,-8.351,0.0,0.0291,0.793,8.61e-06,0.101,0.202,109.972,7KnHkO9aLPRY1MsuvWdSWV,269027.0,4.0,Melody,David Tao,popular
5913,0.404,0.511,0.0,-12.77,0.0,0.0357,0.00453,0.187,0.161,0.166,136.949,6HJ6dElVBIqmqx0gqxYloY,391533.0,4.0,She's Gone,STEELHEART,popular
5914,0.379,0.39,11.0,-6.597,1.0,0.0299,0.465,6.14e-06,0.0943,0.154,139.197,43cvwsrPTmoGIoaDsYUWSN,262027.0,4.0,¼å°¾,Jess Lee,popular
5915,0.245,0.185,3.0,-15.661,1.0,0.0359,0.795,5.06e-05,0.0991,0.111,177.398,7moCNnZZtvZD68rHlnOH48,281427.0,4.0,ÑÛI,Mavis Fan,popular
5916,0.354,0.361,9.0,-9.722,0.0,0.0367,0.845,2.15e-05,0.118,0.167,183.53,0JdC2S9BQnXLEfErskDgVO,266227.0,3.0,ÎÒÒªÎÒÔÚÒ»Æð,Mavis Fan,popular
5917,0.341,0.221,9.0,-14.185,0.0,0.03,0.798,0.000722,0.0473,0.0875,78.229,7m1Jz52iOrUkp6APgISGVB,395133.0,4.0,ÇïÒââ,Jacky Cheung,popular
