,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_name,artist,genre
2699,0.553,0.505,2.0,-6.167,1.0,0.0269,0.274,0.00385,0.228,0.418,100.007,0zxpVTDX4j0UVDHlR6PIcd,277012.0,4.0,´ºÌìÓÎÓ¾,deca joins,folk
2700,0.674,0.274,7.0,-8.588,1.0,0.036,0.464,2.09e-06,0.0685,0.314,135.952,52EFknq3efzhiiQMH51Fu1,247371.0,4.0,Â·,deca joins,folk
2701,0.561,0.327,7.0,-9.683,1.0,0.0461,0.73,4.83e-05,0.118,0.153,61.997,6MXo6pdszRS3dAI5bDFDtZ,259953.0,4.0,Ô¡ÊÒ,deca joins,folk
2702,0.621,0.505,4.0,-8.254,1.0,0.0299,0.487,0.00244,0.112,0.488,129.988,0WsYbdmphySDfqGh15NOJh,245147.0,4.0,ô,deca joins,folk
2703,0.436,0.743,7.0,-8.199,1.0,0.032,0.00294,0.00013,0.516,0.657,91.421,1mb0wRgLKoYjJhEsjvGQ2g,234720.0,4.0,28th Shadow,P.K.14,folk
2704,0.464,0.493,9.0,-10.608,0.0,0.0262,0.0149,0.755,0.12,0.153,137.204,7bU9Z1qvYg6tJlZKsJzsMe,210307.0,4.0,She's a Song,P.K.14,folk
2705,0.403,0.852,6.0,-5.332,1.0,0.0413,0.16,0.126,0.22,0.519,96.45,1DgerK1PqkVvWDcXBKxvI9,208080.0,4.0,Sleepless & Impatient Night,P.K.14,folk
2706,0.646,0.583,11.0,-8.562,0.0,0.0383,0.0671,0.721,0.206,0.196,90.475,4WOkk1rSDK9KmZ5Qzd3cbq,358547.0,4.0,This Red Train,P.K.14,folk
2707,0.548,0.492,2.0,-11.673,1.0,0.0547,0.142,0.928,0.125,0.508,156.992,1AcainJWnIsGkaop3T1Kc4,161280.0,4.0,Lakeside,ÓÎï@á×Óô,folk
2708,0.696,0.453,11.0,-10.14,0.0,0.03,0.244,0.121,0.118,0.651,110.046,3HKy3cfRgoacaPuj4IlbpR,236358.0,4.0,´ó´ó´ó´ó´óÏó,ÓÎï@á×Óô,folk
2709,0.444,0.476,2.0,-8.939,1.0,0.03,0.139,0.86,0.119,0.0891,160.055,279qD39i4uDGEYY2s1sJCN,280078.0,4.0,î~½Ç,ÓÎï@á×Óô,folk
2710,0.526,0.702,5.0,-9.062,0.0,0.0337,0.193,0.901,0.209,0.164,95.995,6JIpSyWa1mmuLphDY1gfTQ,296042.0,4.0,24FPSummer,ÓÎï@á×Óô,folk
2711,0.488,0.536,9.0,-9.171,1.0,0.0288,0.0126,0.697,0.106,0.254,137.8,6WgXy62omMAOOeLnvD58No,410783.0,4.0,Lemon Brandy,ÅPÜµÄ»ðÜ (Railway Suicide Train),folk
2712,0.914,0.335,4.0,-7.696,1.0,0.0663,0.612,0.476,0.104,0.868,119.968,0JipSsCcS16m0JQ0RAUjPQ,174000.0,4.0,Home,Gatsby in a Daze,folk
2713,0.553,0.891,9.0,-8.1,1.0,0.057,0.317,0.95,0.224,0.874,151.982,6qEcjHsrsw17vpQ6vYLcVe,294000.0,4.0,How To Prove Where You Are,Gatsby in a Daze,folk
2714,0.519,0.919,9.0,-3.97,1.0,0.04,0.0525,0.0599,0.202,0.885,148.014,5bSQjnObNAcK3EL2P7Gbad,247000.0,4.0,ïL,Angel Baby,folk
2715,0.284,0.943,10.0,-5.775,1.0,0.0441,0.089,0.0767,0.159,0.602,157.52,4MqVBlx0KenP3TNHezIPRu,192000.0,4.0,Fly Fly,Angel Baby,folk
2716,0.527,0.898,10.0,-3.41,1.0,0.028,0.163,0.364,0.141,0.762,111.262,3yvp0UonPqGO2EoQ2UWMYK,258493.0,4.0,°ÙØ¹«Ë¾,Angel Baby,folk
2717,0.466,0.845,5.0,-4.76,1.0,0.0312,0.00697,0.877,0.112,0.776,120.598,34aafopTpRDf2TBXltfQKC,304747.0,4.0,ÄãÍùÇ°ÃæÒ»Ö±×ß,Angel Baby,folk
2718,0.565,0.985,2.0,-4.664,1.0,0.068,0.0032,0.0125,0.654,0.506,140.364,6Ya0tK0oebAEzWkT3W6L3S,202853.0,4.0,Close Your Cold Eyes,Snapline,folk
2719,0.54,0.61,1.0,-11.232,1.0,0.0404,7.99e-05,0.909,0.0599,0.719,99.931,2bASC3oh3lodvmeUyJOrCt,225360.0,4.0,É½ºÓË®,Dou Wei,folk
2720,0.478,0.827,5.0,-10.343,1.0,0.0324,0.0033,0.818,0.0721,0.586,96.878,34zn8oliFt4yHRyhV6ZPH1,222840.0,4.0,»ÃÂ ,Dou Wei,folk
2721,0.547,0.434,2.0,-7.37,1.0,0.0328,0.513,0.796,0.171,0.585,140.01,6NAoCd7FbhI6VYcSIhyk8W,331133.0,5.0,Sweet Swear,Doc Talk Shock,folk
2722,0.372,0.821,0.0,-4.723,1.0,0.0428,0.0559,0.113,0.147,0.464,139.902,5DmW6ttW8WlS5PA5YprWt3,301933.0,4.0,Futurist,Doc Talk Shock,folk
2723,0.448,0.948,0.0,-4.541,1.0,0.0541,0.325,0.156,0.22,0.628,144.981,78c4LV6md4FJve2uQC4MeL,180760.0,3.0,Mind Binoculars,Doc Talk Shock,folk
2724,0.619,0.69,5.0,-6.909,1.0,0.0302,0.728,0.902,0.105,0.366,118.131,5SacETKaeJwqeGCfzziSxZ,236800.0,4.0,Paint the Volcano,Doc Talk Shock,folk
2725,0.437,0.759,0.0,-5.293,1.0,0.055,0.122,0.712,0.111,0.235,149.949,2bO7gJqvLp3Vz4wSqZnIn4,216400.0,4.0,Fragments of Fiction,Doc Talk Shock,folk
2726,0.342,0.967,7.0,-5.841,1.0,0.0844,0.0202,0.631,0.35,0.269,160.133,149UGy0D6uCcDRbRFHHdiC,251000.0,4.0,All Distorted Trip,Doc Talk Shock,folk
2727,0.41,0.801,0.0,-4.976,1.0,0.0332,0.107,0.821,0.341,0.313,139.976,3qE4r9H3ZOLcQs9Yfd47U2,386000.0,4.0,Sophora Avenue,Doc Talk Shock,folk
2728,0.352,0.589,2.0,-8.956,1.0,0.04,0.64,0.924,0.0728,0.3,125.023,7aDSo80Konehlg4vkjMc8G,272627.0,4.0,Canoe vs. Rollercoaster,Doc Talk Shock,folk
2729,0.505,0.467,7.0,-7.542,1.0,0.0312,0.83,6.09e-05,0.195,0.22,127.809,4WjeOjchLEztBGT6lnwe22,122831.0,4.0,Game Start,Chinese Football,folk
2730,0.625,0.771,9.0,-4.339,1.0,0.027,0.000524,0.121,0.123,0.409,128.068,0xmqkQSRbdmHv4ALaGsCTe,251855.0,4.0,Goalkeeper,Chinese Football,folk
2731,0.637,0.537,4.0,-6.616,0.0,0.0288,0.00168,0.302,0.116,0.161,125.942,1BNIpYKNX4LEYSSyWl1pVB,384435.0,4.0,Flying Fish,Chinese Football,folk
2732,0.63,0.715,3.0,-5.641,1.0,0.0321,0.0194,0.0553,0.105,0.271,148.05,0SmtPChwINZXKymZwTnXys,270592.0,4.0,400 metres,Chinese Football,folk
2733,0.597,0.686,4.0,-5.792,1.0,0.0275,0.0365,0.817,0.104,0.2,120.036,1DKDNwlhCH3aIBFluNRHNw,386000.0,4.0,World Cup Fantasy,Chinese Football,folk
2734,0.624,0.689,9.0,-5.4,1.0,0.0267,0.101,0.246,0.287,0.351,128.056,0Qc64n2zOU0w1t9mjXzItL,347562.0,4.0,The Last Emo Boy on Earth,Chinese Football,folk
2735,0.382,0.656,2.0,-4.553,1.0,0.0339,0.00636,0.0611,0.14,0.0922,139.818,5U9IjmMztThzBltkahR6TH,418545.0,4.0,Goodbye Milu,Chinese Football,folk
2736,0.585,0.686,2.0,-4.655,1.0,0.0257,0.0405,0.295,0.108,0.0967,130.013,3hwSGBgQa8UGrKejHOKWnT,415000.0,4.0,Blind Men and an Elephant,Chinese Football,folk
2737,0.315,0.885,9.0,-3.37,1.0,0.0567,0.0191,4.7e-05,0.195,0.312,90.966,2pHpnrnh4iivJHRMbS8LCX,243500.0,4.0,Tamago,Forests,folk
2738,0.336,0.844,1.0,-3.87,0.0,0.0817,0.00168,0.164,0.268,0.478,69.422,2mTxrRcE9uK1WQ0JdLE3rw,212197.0,4.0,"Who Cares, Really?",Forests,folk
2739,0.507,0.493,8.0,-8.474,1.0,0.0327,0.591,7.54e-06,0.0455,0.667,81.132,2pIs96L5cKvEOWqsAzhlCS,195547.0,4.0,ËÍÇéÀÉ,ýïw,folk
2740,0.176,0.408,10.0,-14.769,0.0,0.0383,0.877,2.97e-05,0.34,0.447,81.798,6yIoQuzUtcxdIYZPO2GEfF,184778.0,4.0,ÇïÌìÓÖíÈËég,½­ÀÙ,folk
2741,0.292,0.106,2.0,-17.185,1.0,0.0386,0.927,4.18e-05,0.187,0.104,108.821,4GltsP81jpSNg6eDCz4Pvv,192418.0,4.0,¥¤¥Õ¥¡·òÈË,ÀîÃÀ×Ó(¥¤?¥ß¥¸¥ã),folk
2742,0.434,0.257,4.0,-14.604,0.0,0.0276,0.702,0.00527,0.439,0.322,80.607,0Ax4Z6wFRZcwxeYSzznLzh,362031.0,4.0,N?u c¨® ai h?i,Huong Lan,folk
2743,0.528,0.728,6.0,-6.62,1.0,0.0297,0.745,0.0,0.112,0.959,129.727,3QRiggUe6TgqsAb8C88HrG,185267.0,4.0,ÐÂÄêÏ²ÑóÑó - ÐÞÍ°æ,»ÆÏþ¾ý,folk
2744,0.674,0.688,4.0,-5.715,0.0,0.047,0.706,0.0,0.0678,0.759,114.353,1BMYxhHB0zsymKw1xyjj4o,182335.0,4.0,ÍµÐÄµÄÈË,Ò¦ÌKÈØ,folk
2745,0.608,0.522,2.0,-8.39,0.0,0.0305,0.526,0.0,0.162,0.704,96.452,71iyCghudV8Cd8GyKrag42,179893.0,4.0,ØÅ¯,ÍòÉ³ÀË,folk
2746,0.241,0.408,1.0,-7.418,1.0,0.034,0.839,6.8e-05,0.379,0.439,78.134,3SdlxY0IBPGySUJEsuzSRs,217858.0,4.0,éLÆé¥Ö¥ë©`¥¹,Mina Aoe,folk
2747,0.371,0.479,9.0,-15.213,1.0,0.0437,0.688,0.691,0.416,0.738,90.247,0qrYU79JEkJeN7EcQBhsaH,180840.0,4.0,Ganadaramabasa,Kim Jung Mi,folk
2748,0.644,0.433,7.0,-9.505,0.0,0.0337,0.398,0.000103,0.159,0.712,112.084,12tSa2JsfJJyrJUpU85S8m,213327.0,4.0,Nh? M¨¬nh Anh Th?i,Mai L? Huy?n,folk
2749,0.404,0.491,6.0,-5.607,0.0,0.0291,0.791,0.0,0.0537,0.612,100.668,6xm3Z7FQA5XNM7LD0Ti5Iz,157907.0,4.0,»ØÍ·ÎÒÒ²²»ÒªÄã,ÑîÐ¡Æ¼,folk
2750,0.647,0.303,4.0,-12.728,1.0,0.0313,0.871,0.0,0.146,0.829,111.016,2yqLirSgQ3T8qqFbzHLTYL,181600.0,4.0,Ò¹íÏã,ÁÖÖñ¾ý,folk
2751,0.636,0.513,8.0,-10.895,1.0,0.0448,0.494,1.62e-06,0.0921,0.766,113.353,0z08M3TBIxLajLDoND9EI0,173693.0,4.0,Ò¹ÉÏº£,¬PÃô,folk
2752,0.322,0.176,7.0,-16.684,0.0,0.0474,0.962,0.00031,0.259,0.294,83.903,2Z0380FuUfdv8aPzUPu584,180383.0,4.0,Ò»ÂÕäÖØ,ÓÚÑÑ,folk
2753,0.585,0.736,7.0,-7.74,0.0,0.0706,0.0972,4.13e-05,0.187,0.621,159.837,2ZGSmav5FgcquQrTCI3MX4,212040.0,4.0,S?u ??ng,Saigon Soul Revival,folk
2754,0.68,0.399,4.0,-13.404,0.0,0.0384,0.616,0.000329,0.111,0.943,121.901,6SADH359Vg4xJ1hqdZjh6C,167460.0,4.0,Chis Touk Leng Ning Borng,Sinn Sisamouth,folk
2755,0.571,0.414,9.0,-10.479,0.0,0.0299,0.781,0.00231,0.193,0.428,106.556,2KcTZRfuzvBWWOk6am0SE7,199712.0,4.0,Kom Dach Chet Choal Brong,Sinn Sisamouth,folk
2756,0.501,0.368,8.0,-7.459,1.0,0.0336,0.879,0.0,0.169,0.383,107.14,0QJ2oCh0re9xAUp2HreLkI,186646.0,4.0,ÛµÄ¶YÎï,øPïwïw,folk
2757,0.598,0.631,3.0,-11.228,1.0,0.0748,0.863,0.00327,0.0811,0.737,122.963,1Bqkwo5SDIe5pHSjkcyq6W,189022.0,4.0,????????????????,???? ????????,folk
2758,0.503,0.388,0.0,-8.958,1.0,0.0255,0.678,0.000211,0.151,0.322,94.539,7oEYvgky2mO7OnI1RrIeeV,220996.0,4.0,??????????????????,??? ??????????,folk
2759,0.459,0.257,5.0,-9.825,0.0,0.0269,0.847,0.000133,0.139,0.509,81.37,5fWvS4NY6jhg1nIwNg6foy,383803.0,4.0,?¨ºm ru ?i?u nh?,Giao Linh,folk
2760,0.388,0.332,11.0,-9.321,0.0,0.0451,0.902,8.57e-06,0.375,0.535,95.893,6SQaB6LOkVN9rFhVR84UPK,280485.0,4.0,Nh?ng ??i Hoa Sim,Ph??ng Dung,folk
2761,0.6,0.835,1.0,-5.929,0.0,0.0371,0.177,0.000253,0.165,0.86,129.364,0N5H6Q7nZLlZwQNH2RSj9l,176056.0,4.0,Sronoss Pka Reang,The Azi,folk
2762,0.563,0.232,9.0,-17.819,0.0,0.0287,0.493,0.0,0.0662,0.315,96.549,6mbI1kiDtYKwbtEIeEjzVZ,258198.0,3.0,Loi Con Xin Chua,L? Thu,folk
2763,0.366,0.38,8.0,-8.539,1.0,0.0276,0.457,0.0,0.0748,0.339,84.553,1Ld4g3WEmhxcbS0XCvDSac,225107.0,4.0,¥¢¥«¥·¥¢¤ÎÓê¤¬Ö¹¤àr,Akira Kobayashi,folk
2764,0.373,0.106,0.0,-12.767,0.0,0.0331,0.925,6.37e-06,0.146,0.408,132.386,5m5uLF5TW3NranTOjqPlMY,194822.0,4.0,Ringo Mura Mara,Michiya Mihashi,folk
2765,0.235,0.212,7.0,-11.101,0.0,0.0393,0.893,0.0,0.127,0.501,182.131,2fbVx0Tg05HxzPgrrMLzvb,240405.0,4.0,Nangoku tosa wo ato ni shite,Pegii Hayama,folk
2766,0.476,0.57,4.0,-6.205,0.0,0.032,0.545,9.62e-05,0.323,0.536,141.961,2pDnuG7dOeaKxbjCYScdl2,255853.0,4.0,¤¢¤Ð¤ìÌ«¹Ä,Fuyumi Sakamoto,folk
2767,0.332,0.159,5.0,-19.209,0.0,0.0369,0.959,0.0155,0.118,0.149,115.337,6kB1uoj3Ph7rvW6EqmAPLC,188918.0,3.0,????,???,folk
2768,0.294,0.217,3.0,-18.107,0.0,0.0324,0.886,0.0114,0.454,0.128,113.667,6ENVKYAdJbAugtue3bC4uz,156764.0,3.0,Today I Confess,Bae Ho,folk
2769,0.55,0.185,3.0,-14.949,1.0,0.0341,0.888,0.0,0.283,0.557,78.901,0kylmSjhXVm694qpgfmJWk,117907.0,4.0,Future Of Love,Choi Ok-hee,folk
2770,0.395,0.191,0.0,-16.089,0.0,0.0305,0.782,0.178,0.437,0.433,89.232,4k13K0XvrODX6wq7ACkAvq,188333.0,4.0,ßb¼Ä,ÇàÉ½,folk
2771,0.404,0.446,10.0,-9.705,1.0,0.0329,0.638,0.0,0.0461,0.705,132.902,5i2O6aFNFAOURf4EQX5HeA,206707.0,4.0,IµÄÒÂÉÑ,Ò¦ÌKÈØ,folk
2772,0.821,0.878,1.0,-2.578,1.0,0.0304,0.627,2.86e-05,0.0457,0.938,119.33,5KDJYR2w3BpPCZmXnV2pUt,202413.0,4.0,ØÉñ ,Ð¡øPøP,folk
2773,0.608,0.522,2.0,-8.39,0.0,0.0305,0.526,0.0,0.162,0.704,96.452,1fup4lKNETIOcMWTy7Edyl,179893.0,4.0,ØÅ¯,ÈfÉ³ÀË,folk
2774,0.294,0.435,3.0,-12.761,1.0,0.0337,0.623,0.00149,0.109,0.496,96.215,5TWLNwnnYPkRpqLup820s4,178560.0,4.0,ØÇéMÈËég,ÎÌÙ»Óñ,folk
2775,0.615,0.682,2.0,-6.76,1.0,0.0355,0.137,1.4e-05,0.066,0.639,104.798,4AoSNrpljloCpsUbKcttRy,167200.0,4.0,Mainaa Tam Pom Loey,Panom Promma,folk
2776,0.417,0.568,11.0,-7.278,0.0,0.0257,0.816,0.00406,0.627,0.52,94.511,37UMQqVdR2cYkFki6jbOK7,191747.0,4.0,I Don't Like,Lee Jung Hwa,folk
2777,0.323,0.479,10.0,-6.77,1.0,0.0299,0.911,0.0,0.309,0.317,98.272,7bIrBl9yWjVSj8DrT3qokn,189080.0,4.0,Who Can Know My Heart,Lily Chao,folk
2778,0.448,0.443,7.0,-8.1,1.0,0.0268,0.638,0.00186,0.173,0.424,80.786,3STqWHnEhnGpAi1Dm89QTb,220022.0,4.0,???????,Ros Serey Sothea,folk
2779,0.49,0.359,4.0,-9.89,0.0,0.0266,0.815,0.404,0.543,0.433,97.518,37OFeMbSLTKAnhaEfZtcCi,183813.0,4.0,???????????????????,Ros Serey Sothea,folk
2780,0.505,0.691,10.0,-6.546,1.0,0.0593,0.811,9.25e-06,0.222,0.86,129.365,1lgwghUIHMqJPbs2Po5tE2,138000.0,4.0,Okosa-Bushi,Chiemi Eri,folk
2781,0.594,0.57,7.0,-9.457,0.0,0.0288,0.769,0.874,0.217,0.89,78.082,4MXJkcHbL2DHfXQtkqj58P,165373.0,4.0,?! ?????????!,So Savoeun,folk
2782,0.672,0.718,4.0,-7.317,0.0,0.0378,0.396,0.0876,0.762,0.884,114.871,0gShruJNUxsriSwKuNPjiZ,252265.0,4.0,????????????,So Savoeun,folk
2783,0.434,0.341,7.0,-13.552,1.0,0.038,0.23,0.000246,0.109,0.44,94.787,1lQA91RJE7xzZFIVdp1eVo,167211.0,4.0,"Forgive You, Forgive Me",Ming Aung,folk
2784,0.574,0.311,7.0,-8.55,1.0,0.0284,0.925,1.96e-05,0.124,0.459,107.652,4GOuwFmzoT0wbpN93SrY0x,251559.0,3.0,áÇéÒÑÀä,Ò¦ÌKÈØ,folk
2785,0.418,0.27,0.0,-11.711,0.0,0.0352,0.935,0.0677,0.297,0.324,123.085,1g6S282EGTIBCenmXnNWRM,180440.0,4.0,ÍùÊÂÈçäöu,¢ÃÀÈA,folk
2786,0.554,0.585,8.0,-9.896,0.0,0.0396,0.886,0.867,0.0981,0.962,146.622,0CfnkhLcuM2gzffVA0EMNV,209528.0,4.0,?????????????,???? ????????,folk
2787,0.448,0.365,11.0,-13.157,1.0,0.035,0.861,0.0018,0.112,0.47,125.771,690Nk5hygPILkQs97ZnEWC,144042.0,4.0,eÔÙíÕÒÎÒ,ÓÈÑÅ,folk
2788,0.318,0.246,1.0,-10.768,1.0,0.036,0.939,0.957,0.116,0.221,128.441,5LTEh610BWpMfmAtQTvoQ2,227657.0,4.0,????????,????? ??????????,folk
2789,0.527,0.278,3.0,-11.981,0.0,0.0321,0.978,0.895,0.118,0.617,100.131,5RvgndE4kFQIqn6YvqWnHR,202187.0,4.0,I Want to Be Your Lover,Various Artists,folk
2790,0.188,0.288,7.0,-9.691,0.0,0.0343,0.834,0.000819,0.146,0.153,75.886,5Elsho71JJYtotIdjE6KKl,238813.0,4.0,Î´ÔøÁôÏÂµØÖ·,øPïwïw,folk
2791,0.689,0.657,4.0,-7.01,0.0,0.0441,0.24,0.00282,0.0585,0.704,94.876,4R0UdtYYtyFcngLG11qdNf,164692.0,4.0,Sang Naa Laa Nong,Thepporn Petchubon,folk
2792,0.547,0.512,6.0,-6.615,0.0,0.0274,0.534,5.72e-06,0.35,0.478,104.678,34nN5rSlxmL1ZwI5IwGCu7,229173.0,4.0,You've Got a Friend,Pou Vannary,folk
2793,0.318,0.32,2.0,-10.347,0.0,0.032,0.99,0.00204,0.148,0.333,83.965,45Xq4Mh3aCcTNS5rKfYS67,203363.0,4.0,Miyako ni Hana no Chiru Yoru h,Kouichi Aoki,folk
2794,0.79,0.488,7.0,-12.058,1.0,0.0553,0.386,0.0,0.175,0.442,104.267,0wrjXnR8YgkI9ZPRt3gYkV,93055.0,3.0,Rarakitan,Yanti Bersaudara,folk
2795,0.376,0.318,10.0,-18.038,0.0,0.0382,0.531,3.3e-05,0.167,0.345,143.48,5qGVyGTd8J6pkdaSyM5Inq,174333.0,4.0,?????,KIM CHOO JA,folk
2796,0.535,0.331,7.0,-10.014,1.0,0.0289,0.863,7.5e-05,0.0461,0.472,95.806,1GO3AmJ16YmgaQF6IM5GnQ,198541.0,4.0,¼ÅÄ¯ë,ÚwÔ¾ý,folk
2797,0.363,0.369,7.0,-6.003,1.0,0.0272,0.791,0.000465,0.269,0.278,79.84,7jHEneiecvkf3t4HAftLd7,201427.0,4.0,³ÕÐÄQ¼ÙÒâ - ÐÞÍ°æ,ÁÖÖñ¾ý,folk
2798,0.462,0.247,1.0,-9.725,1.0,0.0283,0.718,1.09e-06,0.482,0.473,92.559,6BPIwp4lWONcO1u01G8ovk,251507.0,4.0,Å®¤ÎËÄ¼¾,Shinichi Mori,folk
2799,0.469,0.231,2.0,-14.117,0.0,0.0293,0.938,5.11e-05,0.122,0.28,79.32,4B72i3fCrdVQdjydwMeNpQ,300421.0,3.0,Gi?c M? ??a ?¨¤ng,Anh Khoa,folk
2800,0.367,0.427,5.0,-8.181,0.0,0.0283,0.699,0.00165,0.427,0.208,84.032,0KdRDVc5tK4JTyVrgX5lkv,182307.0,4.0,ÎÒÒª¶ÔÄãËµ,Wan Sha Lang ÍòÉ³ÀË,folk
2801,0.482,0.654,2.0,-4.783,0.0,0.0338,0.113,0.109,0.139,0.519,138.866,2nBIuZZ9AwUQcZgJbMWNYN,167741.0,4.0,Navy a Go Go,Sinn Sisamouth,folk
2802,0.53,0.542,2.0,-9.184,0.0,0.031,0.732,0.208,0.238,0.529,111.435,4PAInk6lNAiFrmoFdgLEry,167480.0,3.0,Angel,Ike Reiko,folk
2803,0.459,0.374,4.0,-10.561,1.0,0.0294,0.808,0.195,0.284,0.53,127.498,1cPKutsZ37dTWEq86iJ8af,148000.0,3.0,????????????,Ros Serey Sothea,folk
2804,0.795,0.636,6.0,-6.943,0.0,0.0354,0.292,0.0,0.246,0.838,111.841,0ZnrazR3ezTkDjCekSDqYW,186400.0,4.0,Kleat Kay Srei,Sinn Sisamouth,folk
2805,0.411,0.309,2.0,-9.781,1.0,0.0304,0.872,0.107,0.133,0.252,83.882,73WKifi0yzAEWaodM2XNpD,283430.0,4.0,???????,???????,folk
2806,0.542,0.445,0.0,-15.919,1.0,0.0334,0.557,5.96e-06,0.289,0.54,87.654,17cmkbIrcQjWc0oIb91Boi,328578.0,4.0,Tim Ca Rung Chieu,Phuong Dung,folk
2807,0.339,0.373,6.0,-9.932,0.0,0.0297,0.622,0.0,0.163,0.458,87.366,1w6GYEtD5tPhbcYialJvJP,304823.0,4.0,Con Duong Xua Em Di,Phuong Dung,folk
2808,0.58,0.267,11.0,-8.943,0.0,0.0291,0.543,0.000433,0.095,0.635,90.743,45rn6pl8gAWVw5lGSEoQfn,323134.0,4.0,B¨®ng ng??i c¨´ng th?n,Tr¨²c Mai,folk
2809,0.515,0.358,8.0,-9.625,1.0,0.0346,0.752,0.00323,0.179,0.21,108.508,2ygIR7MZashd2mSxZwfpXQ,230893.0,3.0,Miss You,Ha Na-Won,folk
2810,0.456,0.556,4.0,-6.765,1.0,0.0283,0.635,0.468,0.228,0.166,107.525,1Gpf2QkieykFReQ5MoJxcT,366984.0,4.0,Seri Tambak (Nyiur Gading),Dato' Sudirman,folk
2811,0.676,0.817,5.0,-6.333,0.0,0.0289,0.718,0.00215,0.46,0.969,104.684,4gxuWdqKdnqK1Xz0a69jED,150178.0,4.0,??????????????,??????? ???????,folk
2812,0.387,0.878,4.0,-6.782,0.0,0.0325,0.422,1.01e-05,0.314,0.801,103.648,38fQJCoM9sAaNdhCs7LQpm,189257.0,4.0,????????????????????,??????? ???????,folk
2813,0.531,0.712,0.0,-4.96,1.0,0.0351,0.528,4.16e-06,0.388,0.917,174.827,2WhZRm2pnC7DDUi5ygcDwF,142920.0,4.0,Ò»ÄêÐ¦µ½Íí,ûÉ¯,folk
2814,0.303,0.187,4.0,-16.233,0.0,0.0326,0.732,0.000127,0.484,0.193,83.222,6NR4wi0ZajnDhfA7wtoxVy,175427.0,3.0,ÇéÈËµÄÑÛI,Tsai Chin,folk
2815,0.469,0.468,6.0,-5.135,1.0,0.0266,0.443,0.0,0.123,0.311,93.608,6aa7WKPuWzSZfttuSEMIFG,159587.0,4.0,éÛ¸ß¸è - ÐÞÍ°æ,»ÆÏþ¾ý,folk
2816,0.257,0.444,8.0,-10.015,0.0,0.0415,0.00645,0.848,0.142,0.474,197.507,5h1BPqsYj9hO3zUvrCvk8F,310079.0,3.0,Please My Dear Child Do Not Ask,Huoy Meas,folk
2817,0.234,0.255,5.0,-12.928,1.0,0.0326,0.976,0.00382,0.336,0.304,97.209,5IPVrSEweWFtfxv3hKO0QY,191120.0,4.0,ÝpâÇò,É­É­,folk
2818,0.524,0.631,8.0,-8.51,0.0,0.0678,0.364,9.37e-06,0.358,0.566,88.956,41qrDq3O1TSyhlQvow6lRw,176692.0,4.0,?????????????,???????? ????????,folk
2819,0.523,0.402,10.0,-6.876,1.0,0.0249,0.807,0.141,0.321,0.579,98.531,3A4VJq4oA5aqbF9bmyaauy,185247.0,4.0,????????????????,So Savoeun,folk
2820,0.293,0.31,0.0,-9.159,0.0,0.0326,0.962,0.889,0.363,0.407,98.127,6Ms18PoK2xxjmCbzlZke8f,312007.0,3.0,Please Miss Me,Huoy Meas,folk
2821,0.446,0.272,7.0,-10.649,1.0,0.0289,0.913,0.0,0.08,0.233,101.289,7uS4jwASBRBqg4sFczUVe5,152426.0,4.0,ÏáåµÄÛ,øPïwïw,folk
2822,0.368,0.414,5.0,-8.067,1.0,0.0386,0.568,0.0656,0.13,0.399,157.065,2lTVJh6ryoQ4Gl6D0JFSKC,219776.0,4.0,L?ng l?,S? Ph¨²,folk
2823,0.6,0.384,10.0,-8.679,1.0,0.0335,0.643,2.75e-05,0.115,0.907,115.328,40ROhtqpKncmVFQrNgjffI,142629.0,4.0,?????????????????,????? ??????????,folk
2824,0.553,0.282,7.0,-7.977,1.0,0.0292,0.816,0.00361,0.105,0.214,79.77,1erl6pP439JA3paKwZKFD2,190307.0,4.0,Á³¶ùºìÐÄ¶ùÐ¦,Ò¦ÌKÈØ,folk
2825,0.586,0.169,2.0,-11.704,0.0,0.0407,0.99,1.42e-05,0.185,0.759,121.408,0d1jMP4fHXEzO1CW1qGCuR,201712.0,4.0,Nihonbashi kara,Seki Taneko,folk
2826,0.557,0.445,0.0,-13.129,1.0,0.0363,0.626,0.0,0.109,0.876,131.047,78p3WaiYEST34A2IvHj6J1,129267.0,4.0,??? ??,? ????,folk
2827,0.647,0.267,9.0,-10.241,0.0,0.0547,0.918,0.0,0.12,0.732,116.797,1i3XX1cxCZKccaBPqnQGg7,204330.0,4.0,Omatsuri Mambo,Hibari Misora,folk
2828,0.314,0.185,0.0,-13.227,0.0,0.0372,0.956,0.000218,0.107,0.328,65.565,4F8c5bHlGtSSKQDbA3ZevM,222877.0,4.0,??????????????,????? ??????????,folk
2829,0.406,0.575,0.0,-7.31,1.0,0.0395,0.771,0.0113,0.547,0.392,118.3,72F9s06UEQT3fnB5d6oLvJ,137213.0,4.0,ÎÒÛ½ñÏü,ÈfÉ³ÀË,folk
2830,0.342,0.431,7.0,-13.454,0.0,0.0701,0.586,0.0,0.224,0.393,131.302,5pSbm1WYi1rCNpEZT1VhzY,205093.0,3.0,üS»èµÄº£ß,ÕçÐãÕä,folk
2831,0.307,0.181,7.0,-16.38,1.0,0.0322,0.826,0.166,0.112,0.405,76.424,6uBFcQ0TFjdnS5QUTff2Yb,413933.0,4.0,Haenim,Kim Jung Mi,folk
